iterative,1,100,0:0:0.8
iterative,1,101,0:0:0.11
iterative,1,102,0:0:0.8
iterative,1,103,0:0:0.8
iterative,1,104,0:0:0.8
iterative,1,105,0:0:0.10
iterative,1,106,0:0:0.9
iterative,1,107,0:0:0.9
iterative,1,108,0:0:0.9
iterative,1,109,0:0:0.10
iterative,1,110,0:0:0.10
iterative,1,111,0:0:0.11
iterative,1,112,0:0:0.13
iterative,1,113,0:0:0.11
iterative,1,114,0:0:0.11
iterative,1,115,0:0:0.12
iterative,1,116,0:0:0.11
iterative,1,117,0:0:0.12
iterative,1,118,0:0:0.12
iterative,1,119,0:0:0.12
iterative,1,120,0:0:0.13
iterative,1,121,0:0:0.13
iterative,1,122,0:0:0.13
iterative,1,123,0:0:0.13
iterative,1,124,0:0:0.14
iterative,1,125,0:0:0.14
iterative,1,126,0:0:0.16
iterative,1,127,0:0:0.16
iterative,1,128,0:0:0.16
iterative,1,129,0:0:0.15
iterative,1,132,0:0:0.17
iterative,1,135,0:0:0.18
iterative,1,138,0:0:0.20
iterative,1,141,0:0:0.29
iterative,1,144,0:0:0.22
iterative,1,147,0:0:0.23
iterative,1,150,0:0:0.24
iterative,1,153,0:0:0.24
iterative,1,156,0:0:0.27
iterative,1,159,0:0:0.32
iterative,1,162,0:0:0.30
iterative,1,165,0:0:0.33
iterative,1,168,0:0:0.34
iterative,1,171,0:0:0.35
iterative,1,174,0:0:0.37
iterative,1,177,0:0:0.44
iterative,1,180,0:0:0.44
iterative,1,183,0:0:0.76
iterative,1,186,0:0:0.136
iterative,1,189,0:0:0.90
iterative,1,192,0:0:0.55
iterative,1,195,0:0:0.58
iterative,1,198,0:0:0.62
iterative,1,201,0:0:0.67
iterative,1,204,0:0:0.141
iterative,1,207,0:0:0.207
iterative,1,210,0:0:0.114
iterative,1,213,0:0:0.233
iterative,1,216,0:0:0.229
iterative,1,219,0:0:0.233
iterative,1,222,0:0:0.125
iterative,1,225,0:0:0.148
iterative,1,228,0:0:0.180
iterative,1,231,0:0:0.100
iterative,1,234,0:0:0.101
iterative,1,237,0:0:0.119
iterative,1,240,0:0:0.117
iterative,1,243,0:0:0.242
iterative,1,246,0:0:0.278
iterative,1,249,0:0:0.328
iterative,1,30,0:0:0.1
iterative,1,31,0:0:0.8
iterative,1,32,0:0:0.6
iterative,1,33,0:0:0.8
iterative,1,34,0:0:0.1
iterative,1,35,0:0:0.7
iterative,1,36,0:0:0.8
iterative,1,37,0:0:0.8
iterative,1,38,0:0:0.7
iterative,1,39,0:0:0.7
iterative,1,40,0:0:0.2
iterative,1,41,0:0:0.5
iterative,1,42,0:0:0.2
iterative,1,43,0:0:0.4
iterative,1,44,0:0:0.7
iterative,1,45,0:0:0.8
iterative,1,46,0:0:0.8
iterative,1,47,0:0:0.2
iterative,1,48,0:0:0.8
iterative,1,49,0:0:0.8
iterative,1,50,0:0:0.9
iterative,1,51,0:0:0.9
iterative,1,52,0:0:0.6
iterative,1,53,0:0:0.6
iterative,1,54,0:0:0.9
iterative,1,55,0:0:0.9
iterative,1,56,0:0:0.16
iterative,1,57,0:0:0.9
iterative,1,58,0:0:0.15
iterative,1,59,0:0:0.3
iterative,1,60,0:0:0.16
iterative,1,61,0:0:0.7
iterative,1,62,0:0:0.16
iterative,1,63,0:0:0.17
iterative,1,64,0:0:0.3
iterative,1,65,0:0:0.3
iterative,1,66,0:0:0.3
iterative,1,67,0:0:0.3
iterative,1,68,0:0:0.4
iterative,1,69,0:0:0.3
iterative,1,70,0:0:0.4
iterative,1,71,0:0:0.4
iterative,1,72,0:0:0.4
iterative,1,73,0:0:0.4
iterative,1,74,0:0:0.4
iterative,1,75,0:0:0.4
iterative,1,76,0:0:0.4
iterative,1,77,0:0:0.4
iterative,1,78,0:0:0.4
iterative,1,79,0:0:0.4
iterative,1,80,0:0:0.5
iterative,1,81,0:0:0.5
iterative,1,82,0:0:0.5
iterative,1,83,0:0:0.5
iterative,1,84,0:0:0.18
iterative,1,85,0:0:0.10
iterative,1,86,0:0:0.11
iterative,1,87,0:0:0.12
iterative,1,88,0:0:0.17
iterative,1,89,0:0:0.15
iterative,1,90,0:0:0.14
iterative,1,91,0:0:0.12
iterative,1,92,0:0:0.16
iterative,1,93,0:0:0.25
iterative,1,94,0:0:0.27
iterative,1,95,0:0:0.18
iterative,1,96,0:0:0.18
iterative,1,97,0:0:0.18
iterative,1,98,0:0:0.27
iterative,1,99,0:0:0.28
Strassen,1,100,0:0:1.1396
Strassen,1,101,0:0:1.1339
Strassen,1,102,0:0:1.1344
Strassen,1,103,0:0:1.1342
Strassen,1,104,0:0:1.1345
Strassen,1,105,0:0:1.1318
Strassen,1,106,0:0:1.1360
Strassen,1,107,0:0:1.1346
Strassen,1,108,0:0:1.1339
Strassen,1,109,0:0:1.1367
Strassen,1,110,0:0:1.1324
Strassen,1,111,0:0:1.1346
Strassen,1,112,0:0:1.1333
Strassen,1,113,0:0:1.1358
Strassen,1,114,0:0:1.1355
Strassen,1,115,0:0:1.1366
Strassen,1,116,0:0:1.1353
Strassen,1,117,0:0:1.1346
Strassen,1,118,0:0:1.1382
Strassen,1,119,0:0:1.1381
Strassen,1,120,0:0:1.1358
Strassen,1,121,0:0:1.1349
Strassen,1,122,0:0:1.1344
Strassen,1,123,0:0:1.1352
Strassen,1,124,0:0:1.1357
Strassen,1,125,0:0:1.1365
Strassen,1,126,0:0:1.1365
Strassen,1,127,0:0:1.1384
Strassen,1,128,0:0:1.1391
Strassen,1,129,0:0:9.9518
Strassen,1,132,0:0:9.9398
Strassen,1,135,0:0:9.9581
Strassen,1,138,0:0:9.9639
Strassen,1,141,0:0:9.9497
Strassen,1,144,0:0:9.9441
Strassen,1,147,0:0:9.9471
Strassen,1,150,0:0:9.9546
Strassen,1,153,0:0:9.9512
Strassen,1,156,0:0:9.9433
Strassen,1,159,0:0:9.9471
Strassen,1,162,0:0:9.9516
Strassen,1,165,0:0:9.9526
Strassen,1,168,0:0:9.9433
Strassen,1,171,0:0:9.9383
Strassen,1,174,0:0:9.9479
Strassen,1,177,0:0:9.9382
Strassen,1,180,0:0:10.10180
Strassen,1,183,0:0:10.10858
Strassen,1,186,0:0:10.10900
Strassen,1,189,0:0:10.10215
Strassen,1,192,0:0:9.9519
Strassen,1,195,0:0:9.9425
Strassen,1,198,0:0:9.9487
Strassen,1,201,0:0:10.10253
Strassen,1,204,0:0:10.10627
Strassen,1,207,0:0:10.10753
Strassen,1,210,0:0:11.11020
Strassen,1,213,0:0:10.10765
Strassen,1,216,0:0:10.10769
Strassen,1,219,0:0:10.10784
Strassen,1,222,0:0:10.10962
Strassen,1,225,0:0:10.10812
Strassen,1,228,0:0:10.10479
Strassen,1,231,0:0:9.9432
Strassen,1,234,0:0:9.9458
Strassen,1,237,0:0:9.9465
Strassen,1,240,0:0:9.9779
Strassen,1,243,0:0:10.10787
Strassen,1,246,0:0:10.10863
Strassen,1,249,0:0:10.10771
Strassen,1,30,0:0:0.113
Strassen,1,31,0:0:0.81
Strassen,1,32,0:0:0.74
Strassen,1,33,0:0:0.503
Strassen,1,34,0:0:0.471
Strassen,1,35,0:0:0.493
Strassen,1,36,0:0:0.504
Strassen,1,37,0:0:0.494
Strassen,1,38,0:0:0.477
Strassen,1,39,0:0:0.499
Strassen,1,40,0:0:0.518
Strassen,1,41,0:0:0.510
Strassen,1,42,0:0:0.529
Strassen,1,43,0:0:0.514
Strassen,1,44,0:0:0.436
Strassen,1,45,0:0:0.468
Strassen,1,46,0:0:0.449
Strassen,1,47,0:0:0.413
Strassen,1,48,0:0:0.396
Strassen,1,49,0:0:0.533
Strassen,1,50,0:0:0.591
Strassen,1,51,0:0:0.470
Strassen,1,52,0:0:0.501
Strassen,1,53,0:0:0.482
Strassen,1,54,0:0:0.443
Strassen,1,55,0:0:0.567
Strassen,1,56,0:0:0.614
Strassen,1,57,0:0:0.648
Strassen,1,58,0:0:0.495
Strassen,1,59,0:0:0.485
Strassen,1,60,0:0:0.398
Strassen,1,61,0:0:0.482
Strassen,1,62,0:0:0.632
Strassen,1,63,0:0:0.579
Strassen,1,64,0:0:0.197
Strassen,1,65,0:0:1.1375
Strassen,1,66,0:0:1.1381
Strassen,1,67,0:0:1.1345
Strassen,1,68,0:0:1.1339
Strassen,1,69,0:0:1.1374
Strassen,1,70,0:0:1.1338
Strassen,1,71,0:0:1.1336
Strassen,1,72,0:0:1.1342
Strassen,1,73,0:0:1.1338
Strassen,1,74,0:0:1.1337
Strassen,1,75,0:0:1.1350
Strassen,1,76,0:0:1.1381
Strassen,1,77,0:0:1.1350
Strassen,1,78,0:0:1.1402
Strassen,1,79,0:0:1.1349
