iterative,1,1000,0:0:3.3944
iterative,1,1024,0:0:5.5235
iterative,1,1048,0:0:4.4929
iterative,1,1072,0:0:6.6334
iterative,1,1096,0:0:9.9105
iterative,1,1120,0:0:9.9650
iterative,1,1144,0:0:10.10519
iterative,1,1168,0:0:11.11418
iterative,1,1192,0:0:12.12346
iterative,1,1216,0:0:13.13125
iterative,1,1240,0:0:14.14560
iterative,1,1264,0:0:14.14790
iterative,1,1288,0:0:17.17623
iterative,1,1312,0:0:18.18691
iterative,1,1336,0:0:20.20334
iterative,1,1360,0:0:22.22386
iterative,1,1384,0:0:23.23558
iterative,1,1408,0:0:28.28221
iterative,1,1432,0:0:26.26557
iterative,1,1456,0:0:28.28802
iterative,1,1480,0:0:32.32067
Strassen,1,1000,0:5:351.351421
Strassen,1,1024,0:5:352.352299
Strassen,1,1048,0:40:2454.2454526
Strassen,1,1072,0:40:2429.2429743
Strassen,1,1096,0:40:2429.2429398
Strassen,1,1120,0:40:2432.2432392
Strassen,1,1144,0:40:2440.2440356
Strassen,1,1168,0:41:2462.2462142
Strassen,1,1192,0:41:2471.2471759
Strassen,1,1216,0:41:2469.2469562
Strassen,1,1240,0:40:2456.2456246
Strassen,1,1264,0:41:2478.2478040
Strassen,1,1288,0:40:2409.2409950
Strassen,1,1312,0:40:2444.2444735
Strassen,1,1336,0:40:2433.2433535
Strassen,1,1360,0:40:2431.2431531
Strassen,1,1384,0:40:2421.2421510
Strassen,1,1408,0:40:2446.2446780
Strassen,1,1432,0:40:2437.2437631
Strassen,1,1456,0:40:2440.2440793
Strassen,1,1480,0:57:3469.3469661
Strassen,1024,1048,0:0:36.36139
Strassen,1024,1072,0:0:36.36769
Strassen,1024,1096,0:0:34.34825
Strassen,1024,1120,0:0:37.37164
Strassen,1024,1144,0:0:37.37683
Strassen,1024,1168,0:0:36.36855
Strassen,1024,1192,0:0:31.31772
Strassen,1024,1216,0:0:37.37725
Strassen,1024,1240,0:0:37.37945
Strassen,1024,1264,0:0:33.33940
Strassen,1024,1288,0:0:31.31767
Strassen,1024,1312,0:0:29.29671
Strassen,1024,1336,0:0:29.29256
Strassen,1024,1360,0:0:28.28493
Strassen,1024,1384,0:0:30.30780
Strassen,1024,1408,0:0:27.27999
Strassen,1024,1432,0:0:46.46679
Strassen,1024,1456,0:0:37.37821
Strassen,1024,1480,0:1:89.89039
Strassen,128,1000,0:0:1.1523
Strassen,128,1024,0:0:1.1509
Strassen,128,1048,0:0:9.9806
Strassen,128,1072,0:0:9.9779
Strassen,128,1096,0:0:9.9755
Strassen,128,1120,0:0:10.10079
Strassen,128,1144,0:0:9.9938
Strassen,128,1168,0:0:9.9863
Strassen,128,1192,0:0:9.9656
Strassen,128,1216,0:0:9.9800
Strassen,128,1240,0:0:9.9847
Strassen,128,1264,0:0:9.9979
Strassen,128,1288,0:0:10.10077
Strassen,128,1312,0:0:9.9757
Strassen,128,1336,0:0:9.9758
Strassen,128,1360,0:0:9.9810
Strassen,128,1384,0:0:9.9914
Strassen,128,1408,0:0:9.9772
Strassen,128,1432,0:0:9.9886
Strassen,128,1456,0:0:9.9976
Strassen,128,1480,0:0:22.22607
Strassen,16,1000,0:0:2.2835
Strassen,16,1024,0:0:2.2724
Strassen,16,1048,0:0:18.18655
Strassen,16,1072,0:0:18.18459
Strassen,16,1096,0:0:18.18605
Strassen,16,1120,0:0:18.18471
